,utilization,diff_in_years,rehire,Promoted,Max Count of Unique Project,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,onsite_info,Resource Primary Skill_ERP Cloud/EBS Data Migration Extract,Resource Primary Skill_ERP Cloud/FIN Accounting Hub,Resource Primary Skill_ERP Cloud/FIN Financials,Resource Primary Skill_ERP Cloud/FIN PPM/Projects,Resource Primary Skill_ERP Cloud/PSFT Data Migration Extract,Resource Primary Skill_ERP Cloud/PaaS Extension - DB/ORDS,Resource Primary Skill_ERP Cloud/PaaS Extension UI - VBCS OJET JS,Resource Primary Skill_ERP Cloud/PaaS Extension â€“ OIC,Resource Primary Skill_ERP Cloud/PaaS Integrations,Resource Primary Skill_ERP Cloud/Project Manager,Resource Primary Skill_ERP Cloud/Reporting & Analytics,Resource Primary Skill_ERP Cloud/S&C Advanced Financial Controls,Resource Primary Skill_ERP Cloud/SCM Build Inventory,Resource Primary Skill_ERP Cloud/SCM Costing,Resource Primary Skill_ERP Cloud/SCM Product Hub,Resource Primary Skill_ERP Cloud/SCM Source Procurement,Resource Primary Skill_Employee Exited,Resource Primary Skill_Global-R2/CX/Integration,Resource Primary Skill_Global-R2/CX/Marketing/Eloqua,Resource Primary Skill_Global-R2/CX/Siebel/Data Migration(EIM),Resource Primary Skill_Global-R2/Digital/User Experience Design,Resource Primary Skill_Global-R2/EPM/Financial Consolidation & Close,Resource Primary Skill_Global-R2/HCM Cloud/Absence Management/Functional,Resource Primary Skill_Global-R2/HCM Cloud/Core HR/Functional,Resource Primary Skill_Global-R2/HCM Cloud/Payroll/Functional,Resource Primary Skill_Global-R2/Platform/Database Platform,Resource Primary Skill_Global-R2/Platform/Other Non Oracle Platform components,Resource Primary Skill_Global-R2/Platform/Testing,Resource Primary Skill_Global/Analytics/Architect,Resource Primary Skill_Global/Analytics/Lead,Resource Primary Skill_Global/Analytics/Project Manager,Resource Primary Skill_Global/Analytics/Technical Consultant,Resource Primary Skill_Global/Billable Manager,Resource Primary Skill_Global/CX/Architect,Resource Primary Skill_Global/CX/Functional Consultant,Resource Primary Skill_Global/CX/Lead,Resource Primary Skill_Global/CX/Project Manager,Resource Primary Skill_Global/CX/Technical Consultant,Resource Primary Skill_Global/Digital/Architect,Resource Primary Skill_Global/Digital/Lead,Resource Primary Skill_Global/Digital/Project Manager,Resource Primary Skill_Global/Digital/Technical Consultant,Resource Primary Skill_Global/EPM/Architect,Resource Primary Skill_Global/EPM/Functional Consultant,Resource Primary Skill_Global/EPM/Lead,Resource Primary Skill_Global/EPM/Project Manager,Resource Primary Skill_Global/EPM/Technical Consultant,Resource Primary Skill_Global/ERP/Architect,Resource Primary Skill_Global/ERP/Functional Consultant,Resource Primary Skill_Global/ERP/Lead,Resource Primary Skill_Global/ERP/Project Manager,Resource Primary Skill_Global/ERP/Technical Consultant,Resource Primary Skill_Global/Enterprise Architect,Resource Primary Skill_Global/HCM/Architect,Resource Primary Skill_Global/HCM/Functional Consultant,Resource Primary Skill_Global/HCM/Lead,Resource Primary Skill_Global/HCM/Project Manager,Resource Primary Skill_Global/HCM/Technical Consultant,Resource Primary Skill_Global/Integration/Architect,Resource Primary Skill_Global/Integration/Lead,Resource Primary Skill_Global/Integration/Project Manager,Resource Primary Skill_Global/Integration/Technical Consultant,Resource Primary Skill_Global/Platform/Architect,Resource Primary Skill_Global/Platform/Lead,Resource Primary Skill_Global/Platform/Project Manager,Resource Primary Skill_Global/Platform/Technical Consultant,Resource Primary Skill_Global/Program Manager,Resource Primary Skill_Global/Project Manager,Resource Primary Skill_Global/SCM/Architect,Resource Primary Skill_Global/SCM/Functional Consultant,Resource Primary Skill_Global/SCM/Lead,Resource Primary Skill_Global/SCM/Project Manager,Resource Primary Skill_Global/SCM/Technical Consultant,Resource Primary Skill_Global/Security/Lead,Resource Primary Skill_Global/Security/Project Manager,Resource Primary Skill_Global/Security/Technical Consultant,Resource Primary Skill_HCM Cloud/Absence Management/Functional,Resource Primary Skill_HCM Cloud/AppsTech Extensions/Developer,Resource Primary Skill_HCM Cloud/AppsTech/Tech Lead,Resource Primary Skill_HCM Cloud/Benefits/Functional,Resource Primary Skill_HCM Cloud/Core HR/Functional,Resource Primary Skill_HCM Cloud/Data Migration,Resource Primary Skill_HCM Cloud/Fast Formulas,Resource Primary Skill_HCM Cloud/PaaS Integrations,Resource Primary Skill_HCM Cloud/Payroll/Functional,Resource Primary Skill_HCM Cloud/PeopleSoft Soar,Resource Primary Skill_HCM Cloud/Recruiting/Functional,Resource Primary Skill_HCM Cloud/SaaS Integrations,Resource Primary Skill_HCM Cloud/SaaS Reports,Resource Primary Skill_HCM Cloud/Talent Mgmt/Functional,Resource Primary Skill_INVALID - CE/IaaS/Engineer,Domain 1_App,Domain 1_Tech,Pillar_ACX,Pillar_CX Retail,Pillar_Cloud Infra & Platform,Pillar_EPM,Pillar_ERP (GSD),Pillar_ERP FIN,Pillar_ERP SCM,Pillar_HCM,Pillar_Others,Pillar_Tech Cloud,Level_2,Level_3,Level_4,Level_5,Level_6M,Level_6S,Level_7M,Level_7T,Level_8,Level_C,Location_Ahmedabad,Location_Bangalore,Location_Bengaluru,Location_Chennai,Location_GANDHI NAGAR,Location_Gurgaon,Location_HYDERABAD,Location_Hyderabad,Location_Kolkata,Location_Mumbai,Location_Noida,Location_Philippines,Location_Pune,Location_Trivandrum
11,0.2545454545454545,1.772602739726027,False,False,1.0,86.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
12,0.8706896551724138,1.189041095890411,False,False,1.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
14,0.8538461538461538,1.7315068493150685,False,False,2.0,109.375,112.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
15,0.7205128205128205,4.610958904109589,False,False,3.0,135.0,23.0,114.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
16,0.6610991379310345,1.189041095890411,False,False,2.0,75.0,68.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
17,0.8378378378378378,0.7013698630136986,False,False,1.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18,0.7640692640692641,2.0712328767123287,False,False,2.0,329.0,24.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19,0.6501305483028721,0.5178082191780822,True,False,2.0,186.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
20,0.6501305483028721,0.5178082191780822,True,False,2.0,186.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
21,0.8636363636363636,0.5068493150684932,False,False,1.0,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
